Date,Item_ID,Item_name,Quantity_sold,Quantity_used,Quantity_wasted,Waste_cost,Unit_cost,Cost_used,Item_price,Margin_per_item,Transaction_amount,Time of sale
12/13/2022,1003,Sugarcane juice,10,12,2,24,12,144,25,130,250,Night
12/13/2022,1004,Frankie,15,16.5,1.5,30,20,330,50,450,750,Midnight
12/12/2022,1001,Aalopuri,8,8.6,0.64,7.7,12,103.7,20,64,160,Afternoon
12/12/2022,1005,Panipuri,10,12.5,2.5,25,10,125,20,100,200,Evening
12/12/2022,1001,Aalopuri,13,14,1.04,12.5,12,168.5,20,104,260,Afternoon
12/11/2022,1006,Sandwich,10,11,1,25,25,275,60,350,600,Morning
12/10/2022,1003,Sugarcane juice,1,1.2,0.2,2.4,12,14.4,25,13,25,Night
12/10/2022,1006,Sandwich,1,1.1,0.1,2.5,25,27.5,60,35,60,Evening
12/10/2022,1003,Sugarcane juice,7,8.4,1.4,16.8,12,100.8,25,91,175,Morning
12/9/2022,1007,Cold coffee,1,1.1,0.06,0.6,10,10.6,40,30,40,Morning
12/9/2022,1001,Aalopuri,2,2.2,0.16,1.9,12,25.9,20,16,40,Morning
12/9/2022,1001,Aalopuri,6,6.5,0.48,5.8,12,77.8,20,48,120,Morning
12/9/2022,1007,Cold coffee,8,8.5,0.48,4.8,10,84.8,40,240,320,Evening
12/9/2022,1004,Frankie,9,9.9,0.9,18,20,198,50,270,450,Night
12/8/2022,1007,Cold coffee,13,13.8,0.78,7.8,10,137.8,40,390,520,Midnight
12/7/2022,1001,Aalopuri,2,2.2,0.16,1.9,12,25.9,20,16,40,Afternoon
12/7/2022,1003,Sugarcane juice,9,10.8,1.8,21.6,12,129.6,25,117,225,Afternoon
12/7/2022,1002,Vadapav,14,15.4,1.4,14,10,154,20,140,280,Evening
12/5/2022,1002,Vadapav,4,4.4,0.4,4,10,44,20,40,80,Night
12/5/2022,1007,Cold coffee,6,6.4,0.36,3.6,10,63.6,40,180,240,Night
12/5/2022,1002,Vadapav,8,8.8,0.8,8,10,88,20,80,160,Evening
12/4/2022,1001,Aalopuri,2,2.2,0.16,1.9,12,25.9,20,16,40,Night
12/4/2022,1004,Frankie,4,4.4,0.4,8,20,88,50,120,200,Evening
12/4/2022,1003,Sugarcane juice,7,8.4,1.4,16.8,12,100.8,25,91,175,Morning
12/4/2022,1004,Frankie,15,16.5,1.5,30,20,330,50,450,750,Midnight
12/4/2022,1007,Cold coffee,15,15.9,0.9,9,10,159,40,450,600,Morning
12/3/2022,1001,Aalopuri,1,1.1,0.08,1,12,13,20,8,20,Morning
12/3/2022,1005,Panipuri,9,11.3,2.25,22.5,10,112.5,20,90,180,Midnight
12/3/2022,1003,Sugarcane juice,14,16.8,2.8,33.6,12,201.6,25,182,350,Evening
12/2/2022,1007,Cold coffee,6,6.4,0.36,3.6,10,63.6,40,180,240,Evening
12/2/2022,1003,Sugarcane juice,14,16.8,2.8,33.6,12,201.6,25,182,350,Morning
12/2/2022,1006,Sandwich,15,16.5,1.5,37.5,25,412.5,60,525,900,Night
12/1/2022,1002,Vadapav,6,6.6,0.6,6,10,66,20,60,120,Afternoon
12/1/2022,1006,Sandwich,7,7.7,0.7,17.5,25,192.5,60,245,420,Morning
12/1/2022,1004,Frankie,8,8.8,0.8,16,20,176,50,240,400,Afternoon
11/30/2022,1003,Sugarcane juice,10,12,2,24,12,144,25,130,250,Afternoon
11/30/2022,1005,Panipuri,10,12.5,2.5,25,10,125,20,100,200,Midnight
11/29/2022,1006,Sandwich,10,11,1,25,25,275,60,350,600,Afternoon
11/29/2022,1003,Sugarcane juice,13,15.6,2.6,31.2,12,187.2,25,169,325,Midnight
11/29/2022,1004,Frankie,15,16.5,1.5,30,20,330,50,450,750,Midnight
11/28/2022,1003,Sugarcane juice,1,1.2,0.2,2.4,12,14.4,25,13,25,Evening
11/28/2022,1006,Sandwich,6,6.6,0.6,15,25,165,60,210,360,Midnight
11/28/2022,1001,Aalopuri,7,7.6,0.56,6.7,12,90.7,20,56,140,Midnight
11/28/2022,1001,Aalopuri,7,7.6,0.56,6.7,12,90.7,20,56,140,Afternoon
11/28/2022,1002,Vadapav,8,8.8,0.8,8,10,88,20,80,160,Midnight
11/28/2022,1007,Cold coffee,9,9.5,0.54,5.4,10,95.4,40,270,360,Night
11/27/2022,1003,Sugarcane juice,10,12,2,24,12,144,25,130,250,Night
11/27/2022,1003,Sugarcane juice,13,15.6,2.6,31.2,12,187.2,25,169,325,Afternoon
11/26/2022,1004,Frankie,7,7.7,0.7,14,20,154,50,210,350,Midnight
11/26/2022,1005,Panipuri,10,12.5,2.5,25,10,125,20,100,200,Night
11/26/2022,1007,Cold coffee,11,11.7,0.66,6.6,10,116.6,40,330,440,Night
11/25/2022,1004,Frankie,4,4.4,0.4,8,20,88,50,120,200,Morning
11/25/2022,1007,Cold coffee,5,5.3,0.3,3,10,53,40,150,200,Afternoon
11/25/2022,1007,Cold coffee,10,10.6,0.6,6,10,106,40,300,400,Morning
11/24/2022,1007,Cold coffee,3,3.2,0.18,1.8,10,31.8,40,90,120,Evening
11/24/2022,1006,Sandwich,7,7.7,0.7,17.5,25,192.5,60,245,420,Night
11/24/2022,1002,Vadapav,10,11,1,10,10,110,20,100,200,Morning
11/23/2022,1004,Frankie,4,4.4,0.4,8,20,88,50,120,200,Afternoon
11/23/2022,1004,Frankie,5,5.5,0.5,10,20,110,50,150,250,Midnight
11/23/2022,1005,Panipuri,11,13.8,2.75,27.5,10,137.5,20,110,220,Midnight
11/23/2022,1001,Aalopuri,15,16.2,1.2,14.4,12,194.4,20,120,300,Afternoon
11/22/2022,1007,Cold coffee,9,9.5,0.54,5.4,10,95.4,40,270,360,Evening
11/22/2022,1006,Sandwich,10,11,1,25,25,275,60,350,600,Midnight
11/21/2022,1001,Aalopuri,5,5.4,0.4,4.8,12,64.8,20,40,100,Afternoon
11/20/2022,1002,Vadapav,1,1.1,0.1,1,10,11,20,10,20,Afternoon
11/20/2022,1001,Aalopuri,2,2.2,0.16,1.9,12,25.9,20,16,40,Morning
11/20/2022,1005,Panipuri,12,15,3,30,10,150,20,120,240,Afternoon
11/19/2022,1004,Frankie,12,13.2,1.2,24,20,264,50,360,600,Night
11/19/2022,1004,Frankie,12,13.2,1.2,24,20,264,50,360,600,Morning
11/18/2022,1006,Sandwich,4,4.4,0.4,10,25,110,60,140,240,Morning
11/18/2022,1005,Panipuri,14,17.5,3.5,35,10,175,20,140,280,Night
11/17/2022,1007,Cold coffee,5,5.3,0.3,3,10,53,40,150,200,Afternoon
11/17/2022,1005,Panipuri,10,12.5,2.5,25,10,125,20,100,200,Evening
11/17/2022,1005,Panipuri,13,16.3,3.25,32.5,10,162.5,20,130,260,Evening
11/17/2022,1007,Cold coffee,15,15.9,0.9,9,10,159,40,450,600,Afternoon
11/16/2022,1005,Panipuri,2,2.5,0.5,5,10,25,20,20,40,Morning
11/16/2022,1002,Vadapav,10,11,1,10,10,110,20,100,200,Afternoon
11/15/2022,1003,Sugarcane juice,6,7.2,1.2,14.4,12,86.4,25,78,150,Midnight
11/15/2022,1004,Frankie,6,6.6,0.6,12,20,132,50,180,300,Evening
11/15/2022,1007,Cold coffee,15,15.9,0.9,9,10,159,40,450,600,Afternoon
11/14/2022,1003,Sugarcane juice,1,1.2,0.2,2.4,12,14.4,25,13,25,Evening
11/14/2022,1002,Vadapav,10,11,1,10,10,110,20,100,200,Evening
11/13/2022,1004,Frankie,11,12.1,1.1,22,20,242,50,330,550,Afternoon
11/13/2022,1007,Cold coffee,11,11.7,0.66,6.6,10,116.6,40,330,440,Evening
11/12/2022,1006,Sandwich,3,3.3,0.3,7.5,25,82.5,60,105,180,Midnight
11/12/2022,1005,Panipuri,5,6.3,1.25,12.5,10,62.5,20,50,100,Midnight
11/12/2022,1005,Panipuri,6,7.5,1.5,15,10,75,20,60,120,Evening
11/12/2022,1007,Cold coffee,7,7.4,0.42,4.2,10,74.2,40,210,280,Night
11/11/2022,1005,Panipuri,11,13.8,2.75,27.5,10,137.5,20,110,220,Afternoon
11/11/2022,1005,Panipuri,14,17.5,3.5,35,10,175,20,140,280,Evening
11/10/2022,1006,Sandwich,2,2.2,0.2,5,25,55,60,70,120,Afternoon
11/10/2022,1004,Frankie,9,9.9,0.9,18,20,198,50,270,450,Night
11/9/2022,1005,Panipuri,1,1.3,0.25,2.5,10,12.5,20,10,20,Morning
11/8/2022,1005,Panipuri,10,12.5,2.5,25,10,125,20,100,200,Midnight
11/8/2022,1005,Panipuri,13,16.3,3.25,32.5,10,162.5,20,130,260,Midnight
11/8/2022,1003,Sugarcane juice,14,16.8,2.8,33.6,12,201.6,25,182,350,Evening
11/7/2022,1007,Cold coffee,10,10.6,0.6,6,10,106,40,300,400,Night
11/6/2022,1004,Frankie,4,4.4,0.4,8,20,88,50,120,200,Morning
11/6/2022,1007,Cold coffee,9,9.5,0.54,5.4,10,95.4,40,270,360,Evening
11/6/2022,1007,Cold coffee,11,11.7,0.66,6.6,10,116.6,40,330,440,Morning
11/6/2022,1007,Cold coffee,14,14.8,0.84,8.4,10,148.4,40,420,560,Night
11/5/2022,1006,Sandwich,4,4.4,0.4,10,25,110,60,140,240,Night
11/5/2022,1005,Panipuri,6,7.5,1.5,15,10,75,20,60,120,Night
11/5/2022,1005,Panipuri,8,10,2,20,10,100,20,80,160,Night
11/5/2022,1004,Frankie,9,9.9,0.9,18,20,198,50,270,450,Midnight
11/5/2022,1005,Panipuri,10,12.5,2.5,25,10,125,20,100,200,Night
11/4/2022,1001,Aalopuri,13,14,1.04,12.5,12,168.5,20,104,260,Morning
11/3/2022,1004,Frankie,6,6.6,0.6,12,20,132,50,180,300,Afternoon
11/3/2022,1007,Cold coffee,10,10.6,0.6,6,10,106,40,300,400,Night
11/2/2022,1001,Aalopuri,1,1.1,0.08,1,12,13,20,8,20,Midnight
11/2/2022,1004,Frankie,4,4.4,0.4,8,20,88,50,120,200,Morning
11/2/2022,1006,Sandwich,7,7.7,0.7,17.5,25,192.5,60,245,420,Night
11/2/2022,1002,Vadapav,8,8.8,0.8,8,10,88,20,80,160,Midnight
11/2/2022,1006,Sandwich,12,13.2,1.2,30,25,330,60,420,720,Morning
11/1/2022,1005,Panipuri,2,2.5,0.5,5,10,25,20,20,40,Evening
11/1/2022,1005,Panipuri,10,12.5,2.5,25,10,125,20,100,200,Afternoon
11/1/2022,1001,Aalopuri,12,13,0.96,11.5,12,155.5,20,96,240,Morning
10/31/2022,1007,Cold coffee,5,5.3,0.3,3,10,53,40,150,200,Afternoon
10/31/2022,1004,Frankie,10,11,1,20,20,220,50,300,500,Morning
10/31/2022,1004,Frankie,15,16.5,1.5,30,20,330,50,450,750,Morning
10/30/2022,1001,Aalopuri,3,3.2,0.24,2.9,12,38.9,20,24,60,Afternoon
10/30/2022,1003,Sugarcane juice,11,13.2,2.2,26.4,12,158.4,25,143,275,Afternoon
10/30/2022,1001,Aalopuri,13,14,1.04,12.5,12,168.5,20,104,260,Night
10/30/2022,1005,Panipuri,14,17.5,3.5,35,10,175,20,140,280,Morning
10/29/2022,1003,Sugarcane juice,4,4.8,0.8,9.6,12,57.6,25,52,100,Evening
10/29/2022,1002,Vadapav,15,16.5,1.5,15,10,165,20,150,300,Night
10/28/2022,1004,Frankie,4,4.4,0.4,8,20,88,50,120,200,Afternoon
10/28/2022,1005,Panipuri,9,11.3,2.25,22.5,10,112.5,20,90,180,Night
10/27/2022,1001,Aalopuri,6,6.5,0.48,5.8,12,77.8,20,48,120,Night
10/27/2022,1007,Cold coffee,13,13.8,0.78,7.8,10,137.8,40,390,520,Morning
10/27/2022,1003,Sugarcane juice,14,16.8,2.8,33.6,12,201.6,25,182,350,Afternoon
10/26/2022,1002,Vadapav,2,2.2,0.2,2,10,22,20,20,40,Night
10/26/2022,1003,Sugarcane juice,3,3.6,0.6,7.2,12,43.2,25,39,75,Afternoon
10/26/2022,1002,Vadapav,11,12.1,1.1,11,10,121,20,110,220,Evening
10/24/2022,1001,Aalopuri,3,3.2,0.24,2.9,12,38.9,20,24,60,Morning
10/24/2022,1007,Cold coffee,7,7.4,0.42,4.2,10,74.2,40,210,280,Evening
10/24/2022,1007,Cold coffee,9,9.5,0.54,5.4,10,95.4,40,270,360,Afternoon
10/24/2022,1007,Cold coffee,11,11.7,0.66,6.6,10,116.6,40,330,440,Night
10/23/2022,1002,Vadapav,5,5.5,0.5,5,10,55,20,50,100,Evening
10/23/2022,1005,Panipuri,13,16.3,3.25,32.5,10,162.5,20,130,260,Morning
10/22/2022,1001,Aalopuri,1,1.1,0.08,1,12,13,20,8,20,Afternoon
10/22/2022,1003,Sugarcane juice,1,1.2,0.2,2.4,12,14.4,25,13,25,Night
10/22/2022,1006,Sandwich,14,15.4,1.4,35,25,385,60,490,840,Morning
10/21/2022,1006,Sandwich,5,5.5,0.5,12.5,25,137.5,60,175,300,Morning
10/21/2022,1004,Frankie,7,7.7,0.7,14,20,154,50,210,350,Night
10/21/2022,1003,Sugarcane juice,10,12,2,24,12,144,25,130,250,Morning
10/20/2022,1006,Sandwich,1,1.1,0.1,2.5,25,27.5,60,35,60,Midnight
10/20/2022,1003,Sugarcane juice,2,2.4,0.4,4.8,12,28.8,25,26,50,Afternoon
10/20/2022,1006,Sandwich,5,5.5,0.5,12.5,25,137.5,60,175,300,Afternoon
10/20/2022,1001,Aalopuri,13,14,1.04,12.5,12,168.5,20,104,260,Midnight
10/19/2022,1007,Cold coffee,4,4.2,0.24,2.4,10,42.4,40,120,160,Midnight
10/19/2022,1005,Panipuri,13,16.3,3.25,32.5,10,162.5,20,130,260,Morning
10/18/2022,1002,Vadapav,5,5.5,0.5,5,10,55,20,50,100,Night
10/18/2022,1006,Sandwich,9,9.9,0.9,22.5,25,247.5,60,315,540,Afternoon
10/18/2022,1003,Sugarcane juice,13,15.6,2.6,31.2,12,187.2,25,169,325,Morning
10/17/2022,1003,Sugarcane juice,3,3.6,0.6,7.2,12,43.2,25,39,75,Afternoon
10/17/2022,1002,Vadapav,4,4.4,0.4,4,10,44,20,40,80,Afternoon
10/17/2022,1001,Aalopuri,11,11.9,0.88,10.6,12,142.6,20,88,220,Morning
10/17/2022,1004,Frankie,12,13.2,1.2,24,20,264,50,360,600,Afternoon
10/16/2022,1003,Sugarcane juice,4,4.8,0.8,9.6,12,57.6,25,52,100,Evening
10/16/2022,1007,Cold coffee,7,7.4,0.42,4.2,10,74.2,40,210,280,Afternoon
10/16/2022,1005,Panipuri,11,13.8,2.75,27.5,10,137.5,20,110,220,Morning
10/16/2022,1007,Cold coffee,11,11.7,0.66,6.6,10,116.6,40,330,440,Evening
10/15/2022,1001,Aalopuri,14,15.1,1.12,13.4,12,181.4,20,112,280,Midnight
10/14/2022,1006,Sandwich,8,8.8,0.8,20,25,220,60,280,480,Evening
10/14/2022,1003,Sugarcane juice,13,15.6,2.6,31.2,12,187.2,25,169,325,Evening
10/14/2022,1007,Cold coffee,14,14.8,0.84,8.4,10,148.4,40,420,560,Night
10/13/2022,1007,Cold coffee,4,4.2,0.24,2.4,10,42.4,40,120,160,Afternoon
10/13/2022,1004,Frankie,7,7.7,0.7,14,20,154,50,210,350,Evening
10/13/2022,1005,Panipuri,10,12.5,2.5,25,10,125,20,100,200,Afternoon
10/12/2022,1002,Vadapav,10,11,1,10,10,110,20,100,200,Evening
10/12/2022,1007,Cold coffee,11,11.7,0.66,6.6,10,116.6,40,330,440,Afternoon
10/11/2022,1007,Cold coffee,2,2.1,0.12,1.2,10,21.2,40,60,80,Night
10/11/2022,1004,Frankie,7,7.7,0.7,14,20,154,50,210,350,Midnight
10/11/2022,1003,Sugarcane juice,8,9.6,1.6,19.2,12,115.2,25,104,200,Midnight
10/11/2022,1007,Cold coffee,12,12.7,0.72,7.2,10,127.2,40,360,480,Night
10/11/2022,1007,Cold coffee,13,13.8,0.78,7.8,10,137.8,40,390,520,Afternoon
10/11/2022,1001,Aalopuri,14,15.1,1.12,13.4,12,181.4,20,112,280,Midnight
10/11/2022,1001,Aalopuri,15,16.2,1.2,14.4,12,194.4,20,120,300,Morning
10/11/2022,1003,Sugarcane juice,15,18,3,36,12,216,25,195,375,Evening
10/10/2022,1001,Aalopuri,12,13,0.96,11.5,12,155.5,20,96,240,Afternoon
10/9/2022,1005,Panipuri,1,1.3,0.25,2.5,10,12.5,20,10,20,Afternoon
10/9/2022,1006,Sandwich,2,2.2,0.2,5,25,55,60,70,120,Afternoon
10/9/2022,1007,Cold coffee,12,12.7,0.72,7.2,10,127.2,40,360,480,Afternoon
10/9/2022,1005,Panipuri,14,17.5,3.5,35,10,175,20,140,280,Morning
10/9/2022,1006,Sandwich,14,15.4,1.4,35,25,385,60,490,840,Evening
10/9/2022,1006,Sandwich,14,15.4,1.4,35,25,385,60,490,840,Evening
10/8/2022,1004,Frankie,2,2.2,0.2,4,20,44,50,60,100,Night
10/8/2022,1004,Frankie,5,5.5,0.5,10,20,110,50,150,250,Night
10/8/2022,1006,Sandwich,11,12.1,1.1,27.5,25,302.5,60,385,660,Midnight
10/8/2022,1003,Sugarcane juice,14,16.8,2.8,33.6,12,201.6,25,182,350,Midnight
10/7/2022,1006,Sandwich,6,6.6,0.6,15,25,165,60,210,360,Evening
10/7/2022,1004,Frankie,7,7.7,0.7,14,20,154,50,210,350,Evening
10/7/2022,1007,Cold coffee,7,7.4,0.42,4.2,10,74.2,40,210,280,Afternoon
10/6/2022,1007,Cold coffee,2,2.1,0.12,1.2,10,21.2,40,60,80,Midnight
10/5/2022,1002,Vadapav,4,4.4,0.4,4,10,44,20,40,80,Midnight
10/5/2022,1002,Vadapav,6,6.6,0.6,6,10,66,20,60,120,Morning
10/5/2022,1002,Vadapav,9,9.9,0.9,9,10,99,20,90,180,Night
10/5/2022,1002,Vadapav,13,14.3,1.3,13,10,143,20,130,260,Midnight
10/4/2022,1007,Cold coffee,10,10.6,0.6,6,10,106,40,300,400,Night
10/4/2022,1003,Sugarcane juice,12,14.4,2.4,28.8,12,172.8,25,156,300,Evening
10/3/2022,1003,Sugarcane juice,1,1.2,0.2,2.4,12,14.4,25,13,25,Afternoon
10/3/2022,1002,Vadapav,2,2.2,0.2,2,10,22,20,20,40,Morning
10/3/2022,1003,Sugarcane juice,6,7.2,1.2,14.4,12,86.4,25,78,150,Midnight
10/3/2022,1004,Frankie,13,14.3,1.3,26,20,286,50,390,650,Morning
10/2/2022,1004,Frankie,2,2.2,0.2,4,20,44,50,60,100,Morning
10/2/2022,1007,Cold coffee,2,2.1,0.12,1.2,10,21.2,40,60,80,Morning
10/2/2022,1003,Sugarcane juice,5,6,1,12,12,72,25,65,125,Afternoon
10/2/2022,1003,Sugarcane juice,8,9.6,1.6,19.2,12,115.2,25,104,200,Evening
10/2/2022,1004,Frankie,10,11,1,20,20,220,50,300,500,Night
10/2/2022,1002,Vadapav,12,13.2,1.2,12,10,132,20,120,240,Evening
10/1/2022,1002,Vadapav,4,4.4,0.4,4,10,44,20,40,80,Evening
10/1/2022,1005,Panipuri,5,6.3,1.25,12.5,10,62.5,20,50,100,Morning
10/1/2022,1001,Aalopuri,9,9.7,0.72,8.6,12,116.6,20,72,180,Evening
10/1/2022,1006,Sandwich,13,14.3,1.3,32.5,25,357.5,60,455,780,Morning
9/30/2022,1003,Sugarcane juice,6,7.2,1.2,14.4,12,86.4,25,78,150,Midnight
9/30/2022,1004,Frankie,13,14.3,1.3,26,20,286,50,390,650,Afternoon
9/29/2022,1002,Vadapav,3,3.3,0.3,3,10,33,20,30,60,Midnight
9/29/2022,1002,Vadapav,8,8.8,0.8,8,10,88,20,80,160,Morning
9/28/2022,1002,Vadapav,3,3.3,0.3,3,10,33,20,30,60,Evening
9/28/2022,1004,Frankie,4,4.4,0.4,8,20,88,50,120,200,Evening
9/27/2022,1007,Cold coffee,2,2.1,0.12,1.2,10,21.2,40,60,80,Morning
9/27/2022,1003,Sugarcane juice,7,8.4,1.4,16.8,12,100.8,25,91,175,Afternoon
9/27/2022,1005,Panipuri,15,18.8,3.75,37.5,10,187.5,20,150,300,Evening
9/25/2022,1002,Vadapav,3,3.3,0.3,3,10,33,20,30,60,Midnight
9/25/2022,1007,Cold coffee,3,3.2,0.18,1.8,10,31.8,40,90,120,Evening
9/25/2022,1004,Frankie,6,6.6,0.6,12,20,132,50,180,300,Evening
9/25/2022,1005,Panipuri,13,16.3,3.25,32.5,10,162.5,20,130,260,Afternoon
9/24/2022,1001,Aalopuri,14,15.1,1.12,13.4,12,181.4,20,112,280,Evening
9/23/2022,1001,Aalopuri,1,1.1,0.08,1,12,13,20,8,20,Evening
9/22/2022,1005,Panipuri,8,10,2,20,10,100,20,80,160,Morning
9/22/2022,1003,Sugarcane juice,12,14.4,2.4,28.8,12,172.8,25,156,300,Midnight
9/21/2022,1005,Panipuri,1,1.3,0.25,2.5,10,12.5,20,10,20,Morning
9/21/2022,1007,Cold coffee,8,8.5,0.48,4.8,10,84.8,40,240,320,Morning
9/21/2022,1001,Aalopuri,9,9.7,0.72,8.6,12,116.6,20,72,180,Afternoon
9/21/2022,1006,Sandwich,9,9.9,0.9,22.5,25,247.5,60,315,540,Afternoon
9/21/2022,1007,Cold coffee,10,10.6,0.6,6,10,106,40,300,400,Midnight
9/21/2022,1005,Panipuri,13,16.3,3.25,32.5,10,162.5,20,130,260,Night
9/21/2022,1002,Vadapav,14,15.4,1.4,14,10,154,20,140,280,Midnight
9/20/2022,1006,Sandwich,7,7.7,0.7,17.5,25,192.5,60,245,420,Evening
9/20/2022,1004,Frankie,13,14.3,1.3,26,20,286,50,390,650,Night
9/20/2022,1006,Sandwich,14,15.4,1.4,35,25,385,60,490,840,Night
9/19/2022,1002,Vadapav,1,1.1,0.1,1,10,11,20,10,20,Midnight
9/19/2022,1007,Cold coffee,3,3.2,0.18,1.8,10,31.8,40,90,120,Night
9/19/2022,1007,Cold coffee,4,4.2,0.24,2.4,10,42.4,40,120,160,Afternoon
9/19/2022,1007,Cold coffee,6,6.4,0.36,3.6,10,63.6,40,180,240,Night
9/18/2022,1002,Vadapav,5,5.5,0.5,5,10,55,20,50,100,Afternoon
9/18/2022,1004,Frankie,8,8.8,0.8,16,20,176,50,240,400,Afternoon
9/18/2022,1001,Aalopuri,15,16.2,1.2,14.4,12,194.4,20,120,300,Night
9/17/2022,1001,Aalopuri,6,6.5,0.48,5.8,12,77.8,20,48,120,Evening
9/17/2022,1006,Sandwich,12,13.2,1.2,30,25,330,60,420,720,Midnight
9/16/2022,1002,Vadapav,2,2.2,0.2,2,10,22,20,20,40,Afternoon
9/16/2022,1005,Panipuri,5,6.3,1.25,12.5,10,62.5,20,50,100,Afternoon
9/15/2022,1003,Sugarcane juice,4,4.8,0.8,9.6,12,57.6,25,52,100,Morning
9/15/2022,1001,Aalopuri,9,9.7,0.72,8.6,12,116.6,20,72,180,Morning
9/15/2022,1007,Cold coffee,10,10.6,0.6,6,10,106,40,300,400,Night
9/14/2022,1005,Panipuri,12,15,3,30,10,150,20,120,240,Evening
9/14/2022,1007,Cold coffee,13,13.8,0.78,7.8,10,137.8,40,390,520,Evening
9/14/2022,1001,Aalopuri,15,16.2,1.2,14.4,12,194.4,20,120,300,Night
9/14/2022,1002,Vadapav,15,16.5,1.5,15,10,165,20,150,300,Afternoon
9/14/2022,1002,Vadapav,15,16.5,1.5,15,10,165,20,150,300,Midnight
9/12/2022,1003,Sugarcane juice,8,9.6,1.6,19.2,12,115.2,25,104,200,Midnight
9/12/2022,1003,Sugarcane juice,15,18,3,36,12,216,25,195,375,Midnight
9/11/2022,1005,Panipuri,1,1.3,0.25,2.5,10,12.5,20,10,20,Morning
9/11/2022,1001,Aalopuri,2,2.2,0.16,1.9,12,25.9,20,16,40,Evening
9/11/2022,1003,Sugarcane juice,3,3.6,0.6,7.2,12,43.2,25,39,75,Evening
9/11/2022,1006,Sandwich,6,6.6,0.6,15,25,165,60,210,360,Morning
9/10/2022,1003,Sugarcane juice,2,2.4,0.4,4.8,12,28.8,25,26,50,Night
9/9/2022,1007,Cold coffee,1,1.1,0.06,0.6,10,10.6,40,30,40,Evening
9/9/2022,1003,Sugarcane juice,4,4.8,0.8,9.6,12,57.6,25,52,100,Afternoon
9/9/2022,1004,Frankie,4,4.4,0.4,8,20,88,50,120,200,Morning
9/8/2022,1005,Panipuri,2,2.5,0.5,5,10,25,20,20,40,Evening
9/8/2022,1004,Frankie,9,9.9,0.9,18,20,198,50,270,450,Night
9/8/2022,1004,Frankie,10,11,1,20,20,220,50,300,500,Night
9/7/2022,1004,Frankie,2,2.2,0.2,4,20,44,50,60,100,Afternoon
9/7/2022,1005,Panipuri,3,3.8,0.75,7.5,10,37.5,20,30,60,Evening
9/7/2022,1006,Sandwich,13,14.3,1.3,32.5,25,357.5,60,455,780,Evening
9/6/2022,1007,Cold coffee,7,7.4,0.42,4.2,10,74.2,40,210,280,Evening
9/6/2022,1002,Vadapav,14,15.4,1.4,14,10,154,20,140,280,Midnight
9/5/2022,1006,Sandwich,4,4.4,0.4,10,25,110,60,140,240,Midnight
9/5/2022,1002,Vadapav,8,8.8,0.8,8,10,88,20,80,160,Evening
9/5/2022,1003,Sugarcane juice,12,14.4,2.4,28.8,12,172.8,25,156,300,Night
9/4/2022,1006,Sandwich,5,5.5,0.5,12.5,25,137.5,60,175,300,Evening
9/4/2022,1006,Sandwich,8,8.8,0.8,20,25,220,60,280,480,Midnight
9/3/2022,1001,Aalopuri,2,2.2,0.16,1.9,12,25.9,20,16,40,Evening
9/3/2022,1003,Sugarcane juice,13,15.6,2.6,31.2,12,187.2,25,169,325,Midnight
9/1/2022,1005,Panipuri,2,2.5,0.5,5,10,25,20,20,40,Evening
9/1/2022,1006,Sandwich,15,16.5,1.5,37.5,25,412.5,60,525,900,Night
8/31/2022,1006,Sandwich,1,1.1,0.1,2.5,25,27.5,60,35,60,Evening
8/31/2022,1007,Cold coffee,1,1.1,0.06,0.6,10,10.6,40,30,40,Morning
8/31/2022,1002,Vadapav,2,2.2,0.2,2,10,22,20,20,40,Night
8/31/2022,1007,Cold coffee,2,2.1,0.12,1.2,10,21.2,40,60,80,Midnight
8/31/2022,1007,Cold coffee,5,5.3,0.3,3,10,53,40,150,200,Night
8/31/2022,1007,Cold coffee,9,9.5,0.54,5.4,10,95.4,40,270,360,Night
8/31/2022,1002,Vadapav,10,11,1,10,10,110,20,100,200,Afternoon
8/31/2022,1002,Vadapav,11,12.1,1.1,11,10,121,20,110,220,Morning
8/30/2022,1006,Sandwich,6,6.6,0.6,15,25,165,60,210,360,Night
8/30/2022,1002,Vadapav,14,15.4,1.4,14,10,154,20,140,280,Afternoon
8/28/2022,1007,Cold coffee,12,12.7,0.72,7.2,10,127.2,40,360,480,Evening
8/28/2022,1003,Sugarcane juice,15,18,3,36,12,216,25,195,375,Night
8/27/2022,1002,Vadapav,5,5.5,0.5,5,10,55,20,50,100,Night
8/27/2022,1005,Panipuri,5,6.3,1.25,12.5,10,62.5,20,50,100,Afternoon
8/27/2022,1003,Sugarcane juice,6,7.2,1.2,14.4,12,86.4,25,78,150,Night
8/27/2022,1001,Aalopuri,10,10.8,0.8,9.6,12,129.6,20,80,200,Night
8/27/2022,1001,Aalopuri,13,14,1.04,12.5,12,168.5,20,104,260,Night
8/26/2022,1007,Cold coffee,8,8.5,0.48,4.8,10,84.8,40,240,320,Afternoon
8/26/2022,1003,Sugarcane juice,13,15.6,2.6,31.2,12,187.2,25,169,325,Evening
8/26/2022,1007,Cold coffee,13,13.8,0.78,7.8,10,137.8,40,390,520,Midnight
8/25/2022,1001,Aalopuri,5,5.4,0.4,4.8,12,64.8,20,40,100,Night
8/25/2022,1007,Cold coffee,5,5.3,0.3,3,10,53,40,150,200,Midnight
